family,supply_v,mounting,duty,kw,hp,reference,line_current_a,line_current_b,max_continuous_a,max_transient_60s_a,has_dc_choke,emc_note,ip_note,variant_rank,is_default_variant,source_pdf,source_page
ATV630,500-690 V,wall,HD,1.5,2,ATV630U30Y6,3.4,3.6,3.1,4.7,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,3,,ATV630U40Y6,6.2,6.1,5.4,5.9,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,2.2,3,ATV630U40Y6,4.7,4.8,4.2,6.3,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,4,5,ATV630U55Y6,7.9,8,7.2,7.9,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,3,,ATV630U55Y6,6.2,6.1,5.4,8.1,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,5.5,7.5,ATV630U75Y6,10.4,10.5,9.5,10.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,4,5,ATV630U75Y6,7.9,8,7.2,10.8,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,7.5,10,ATV630D11Y6,13.6,14.7,13.5,14.9,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,5.5,7.5,ATV630D11Y6,10.4,10.5,9.5,14.3,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,11,15,ATV630D15Y6,18.4,19.2,18,19.8,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,7.5,10,ATV630D15Y6,13.6,14.7,13.5,20.3,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,15,20,ATV630D18Y6,23.1,23,24,26.4,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,11,15,ATV630D18Y6,18.4,19.2,18,27,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,18.5,25,ATV630D22Y6,27.6,26,29,31.9,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,15,20,ATV630D22Y6,23.2,23,24,36,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,22,30,ATV630D30Y6,32.1,32.8,34,37.4,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,18.5,25,ATV630D30Y6,27.6,26,29,43.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,30,40,ATV630D37Y6,47.2,46.2,45,49.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,22,30,ATV630D37Y6,37.7,38.5,34,51,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,37,50,ATV630D45Y6,55.6,54.4,55,60.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,30,40,ATV630D45Y6,47.2,46.2,45,67.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,45,60,ATV630D55Y6,65.5,62.5,66,72.6,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,37,50,ATV630D55Y6,55.6,54.4,55,82.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,55,75,ATV630D75Y6,82.7,87.7,83,91.3,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,45,60,ATV630D75Y6,71,68.5,66,99,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,ND,75,100,ATV630D90Y6,108.3,99.4,108,118.8,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,500-690 V,wall,HD,55,75,ATV630D90Y6,82.7,87.7,83,124.5,unknown,,IP00,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,29
ATV630,380-440 V,floor,ND,110,,ATV630C11N4F,207,195,211,232,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,90,,ATV630C11N4F,174,164,173,259,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,ND,132,,ATV630C13N4F,250,232,250,275,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,110,,ATV630C13N4F,207,197,211,316,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,ND,160,,ATV630C16N4F,291,277,302,332,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,132,,ATV630C16N4F,244,232,250,375,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,ND,200,,ATV630C20N4F,369,349,370,407,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,160,,ATV630C20N4F,302,286,302,453,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,ND,250,,ATV630C25N4F,453,432,477,524,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,200,,ATV630C25N4F,369,353,370,555,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,ND,315,,ATV630C31N4F,566,538,590,649,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV630,380-440 V,floor,HD,250,,ATV630C31N4F,453,432,477,715,TRUE,C3,IP21,15,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,30
ATV650,380-440 V,floor,ND,110,,ATV650C11N4F,207,195,211,232,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,90,,ATV650C11N4F,174,164,173,259,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,ND,132,,ATV650C13N4F,250,232,250,275,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,110,,ATV650C13N4F,207,197,211,316,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,ND,160,,ATV650C16N4F,291,277,302,332,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,132,,ATV650C16N4F,244,232,250,375,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,ND,200,,ATV650C20N4F,369,349,370,407,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,160,,ATV650C20N4F,302,286,302,453,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,ND,250,,ATV650C25N4F,453,432,477,524,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,200,,ATV650C25N4F,369,353,370,555,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,ND,315,,ATV650C31N4F,566,538,590,649,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV650,380-440 V,floor,HD,250,,ATV650C31N4F,453,432,477,715,TRUE,C3,IP54,15,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,31
ATV630,380-480 V,cabinet_Z,ND,0.75,1,ATV630U07N4Z,1.5,1.3,2.2,2.4,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,0.37,0.5,ATV630U07N4Z,0.9,0.8,1.5,2.3,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,1.5,2,ATV630U15N4Z,3,2.6,4,4.4,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,0.75,1,ATV630U15N4Z,1.7,1.5,2.2,3.3,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,2.2,3,ATV630U22N4Z,4.3,3.8,5.6,6.2,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,1.5,2,ATV630U22N4Z,3.1,2.9,4,6,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,3,,ATV630U30N4Z,5.8,5.1,7.2,7.9,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,2.2,3,ATV630U30N4Z,4.5,4,5.6,8.4,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,4,5,ATV630U40N4Z,7.6,6.7,9.3,10.2,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,3,,ATV630U40N4Z,6,5.4,7.2,10.8,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,5.5,7.5,ATV630U55N4Z,10.4,9.1,12.7,14,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,4,5,ATV630U55N4Z,8,7.2,9.3,14,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,7.5,10,ATV630U75N4Z,13.8,11.9,16.5,18.2,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,5.5,7.5,ATV630U75N4Z,10.5,9.2,12.7,19.1,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,11,15,ATV630D11N4Z,19.8,17,23.5,25.9,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,7.5,10,ATV630D11N4Z,14.1,12.5,16.5,24.8,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,15,20,ATV630D15N4Z,27,23.3,31.7,34.9,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,11,15,ATV630D15N4Z,20.6,18.1,23.5,35.3,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,18.5,25,ATV630D18N4Z,33.4,28.9,39.2,43.1,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,15,20,ATV630D18N4Z,27.7,24.4,31.7,47.6,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,22,30,ATV630D22N4Z,39.6,34.4,46.3,50.9,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,HD,18.5,25,ATV630D22N4Z,34.1,29.9,39.2,,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,86
ATV630,380-480 V,cabinet_Z,ND,30,40,ATV630D30N4Z,53.3,45.9,61.5,67.7,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,22,30,ATV630D30N4Z,40.5,35.8,46.3,69.5,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,ND,37,50,ATV630D37N4Z,66.2,57.3,74.5,82,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,30,40,ATV630D37N4Z,54.8,48.3,61.5,92.3,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,ND,45,60,ATV630D45N4Z,79.8,69.1,88,96.8,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,37,50,ATV630D45N4Z,67.1,59,74.5,111.8,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,ND,55,75,ATV630D55N4Z,97.2,84.2,106,116.6,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,45,60,ATV630D55N4Z,81.4,71.8,88,132,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,ND,75,100,ATV630D75N4Z,131.3,112.7,145,159.5,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,55,75,ATV630D75N4Z,98.9,86.9,106,159,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,ND,90,125,ATV630D90N4Z,156.2,135.8,173,190.3,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV630,380-480 V,cabinet_Z,HD,75,100,ATV630D90N4Z,134.3,118.1,145,217.5,TRUE,,,30,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,87
ATV660,380-415 V,system_compact,ND,110,,ATV660C11Q4X1,195,,211,232,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,90,,ATV660C11Q4X1,164,,173,260,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,132,,ATV660C13Q4X1,232,,250,275,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,110,,ATV660C13Q4X1,197,,211,317,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,160,,ATV660C16Q4X1,277,,302,332,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,132,,ATV660C16Q4X1,232,,250,375,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,200,,ATV660C20Q4X1,349,,370,407,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,160,,ATV660C20Q4X1,286,,302,453,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,250,,ATV660C25Q4X1,432,,477,525,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,200,,ATV660C25Q4X1,353,,370,555,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,315,,ATV660C31Q4X1,538,,590,649,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,250,,ATV660C31Q4X1,432,,477,716,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,355,,ATV660C35Q4X1,611,,660,726,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,280,,ATV660C35Q4X1,489,,520,780,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,400,,ATV660C40Q4X1,681,,730,803,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,315,,ATV660C40Q4X1,545,,590,885,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,450,,ATV660C45Q4X1,764,,830,913,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,355,,ATV660C45Q4X1,611,,660,990,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,500,,ATV660C50Q4X1,846,,900,990,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,400,,ATV660C50Q4X1,681,,730,1095,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,560,,ATV660C56Q4X1,948,,1020,1122,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,450,,ATV660C56Q4X1,767,,830,1245,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,630,,ATV660C63Q4X1,1058,,1140,1254,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,500,,ATV660C63Q4X1,849,,900,1350,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,710,,ATV660C71Q4X1,1192,,1260,1386,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,560,,ATV660C71Q4X1,951,,1020,1530,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,ND,800,,ATV660C80Q4X1,1335,,1420,1562,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,380-415 V,system_compact,HD,630,,ATV660C80Q4X1,1061,,1140,1710,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,113
ATV660,480 V,system_compact,ND,132,,ATV660C11T4X1,196,,211,232,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,110,,ATV660C11T4X1,168,,173,260,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,160,,ATV660C13T4X1,233,,250,275,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,132,,ATV660C13T4X1,198,,211,317,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,180,,ATV660C16T4X1,258,,302,332,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,160,,ATV660C16T4X1,233,,250,375,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,220,,ATV660C20T4X1,320,,370,407,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,180,,ATV660C20T4X1,267,,302,453,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,280,,ATV660C25T4X1,400,,477,525,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,220,,ATV660C25T4X1,323,,370,555,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,355,,ATV660C31T4X1,503,,590,649,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,280,,ATV660C31T4X1,400,,477,716,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,400,,ATV660C35T4X1,572,,660,726,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,315,,ATV660C35T4X1,456,,520,780,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,450,,ATV660C40T4X1,637,,730,803,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,355,,ATV660C40T4X1,510,,590,885,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,500,,ATV660C45T4X1,706,,830,913,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,400,,ATV660C45T4X1,572,,660,990,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,560,,ATV660C50T4X1,789,,900,990,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,450,,ATV660C50T4X1,637,,730,1095,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,630,,ATV660C56T4X1,888,,1020,1122,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,500,,ATV660C56T4X1,711,,830,1245,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,710,,ATV660C63T4X1,993,,1140,1254,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,560,,ATV660C63T4X1,794,,900,1350,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,800,,ATV660C71T4X1,1119,,1260,1386,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,630,,ATV660C71T4X1,893,,1020,1530,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,ND,900,,ATV660C80T4X1,1257,,1420,1562,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV660,480 V,system_compact,HD,710,,ATV660C80T4X1,997,,1140,1710,FALSE,,IP23,0,TRUE,Catalog Altivar Process ATV600 variable speed drives.pdf,114
ATV680,380-415 V,system_LH,ND,110,,ATV680C11Q4X1,175,,211,232,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,90,,ATV680C11Q4X1,144,,173,260,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,132,,ATV680C13Q4X1,208,,250,275,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,110,,ATV680C13Q4X1,174,,211,317,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,160,,ATV680C16Q4X1,252,,302,332,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,132,,ATV680C16Q4X1,208,,250,375,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,200,,ATV680C20Q4X1,313,,370,407,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,160,,ATV680C20Q4X1,252,,302,453,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,250,,ATV680C25Q4X1,389,,477,525,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,200,,ATV680C25Q4X1,313,,370,555,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,315,,ATV680C31Q4X1,491,,590,649,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,250,,ATV680C31Q4X1,389,,477,716,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,355,,ATV680C35Q4X1,553,,660,726,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,280,,ATV680C35Q4X1,436,,520,780,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,400,,ATV680C40Q4X1,620,,730,803,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,315,,ATV680C40Q4X1,491,,590,885,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,450,,ATV680C45Q4X1,697,,830,913,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
