family,supply_v,mounting,duty,kw,hp,reference,line_current_a,line_current_b,max_continuous_a,max_transient_60s_a,has_dc_choke,emc_note,ip_note,variant_rank,is_default_variant,source_pdf,source_page
ATV680,380-415 V,system_LH,HD,355,,ATV680C45Q4X1,553,,660,990,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,500,,ATV680C50Q4X1,775,,900,990,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,400,,ATV680C50Q4X1,620,,730,1095,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,560,,ATV680C56Q4X1,868,,1020,1122,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,450,,ATV680C56Q4X1,697,,830,1245,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,630,,ATV680C63Q4X1,971,,1140,1254,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,500,,ATV680C63Q4X1,775,,900,1350,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,710,,ATV680C71Q4X1,1094,,1260,1386,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,560,,ATV680C71Q4X1,868,,1020,1530,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,ND,800,,ATV680C80Q4X1,1227,,1420,1562,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,380-415 V,system_LH,HD,630,,ATV680C80Q4X1,971,,1140,1710,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,119
ATV680,480 V,system_LH,ND,132,,ATV680C11T4X1,175,,211,232,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,110,,ATV680C11T4X1,147,,173,260,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,160,,ATV680C13T4X1,211,,250,275,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,132,,ATV680C13T4X1,175,,211,317,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,180,,ATV680C16T4X1,236,,302,332,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,160,,ATV680C16T4X1,211,,250,375,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,220,,ATV680C20T4X1,287,,370,407,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,180,,ATV680C20T4X1,236,,302,453,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,280,,ATV680C25T4X1,363,,477,525,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,220,,ATV680C25T4X1,287,,370,555,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,355,,ATV680C31T4X1,461,,590,649,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,280,,ATV680C31T4X1,363,,477,716,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,400,,ATV680C35T4X1,519,,660,726,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,315,,ATV680C35T4X1,409,,520,780,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,450,,ATV680C40T4X1,581,,730,803,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,355,,ATV680C40T4X1,461,,590,885,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,500,,ATV680C45T4X1,646,,830,913,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,400,,ATV680C45T4X1,519,,660,990,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,560,,ATV680C50T4X1,723,,900,990,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,450,,ATV680C50T4X1,581,,730,1095,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,630,,ATV680C56T4X1,813,,1020,1122,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,500,,ATV680C56T4X1,646,,830,1245,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,710,,ATV680C63T4X1,912,,1140,1254,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,560,,ATV680C63T4X1,723,,900,1350,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,800,,ATV680C71T4X1,1028,,1260,1386,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,630,,ATV680C71T4X1,813,,1020,1530,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,ND,900,,ATV680C80T4X1,1150,,1420,1562,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
ATV680,480 V,system_LH,HD,710,,ATV680C80T4X1,912,,1140,1710,FALSE,,IP23,5,FALSE,Catalog Altivar Process ATV600 variable speed drives.pdf,120
